fk_table,fk_name,fk_column,key_seq,pk_schema,pk_table,pk_column,update_rule,delete_rule
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","COMPANY_CODE","1","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","WORKAREA_CODE","2","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXMCLUB","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXMCLUB","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","COMPANY_CODE","1","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","WORKAREA_CODE","2","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXOFETRA","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXOFETRA","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXPCEL","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXPCEL","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","COMPANY_CODE","1","SMXSIC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","WORKAREA_CODE","2","SMXSIC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXSIC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXSIC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","COMPANY_CODE","1","SMXSISCO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","WORKAREA_CODE","2","SMXSISCO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXSISCO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXSISCO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","COMPANY_CODE","1","SMXSISEG","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","WORKAREA_CODE","2","SMXSISEG","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXSISEG","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXSISEG","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","COMPANY_CODE","1","SMXVPI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","WORKAREA_CODE","2","SMXVPI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXVPI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXVPI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","COMPANY_CODE","1","SMXWRT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKARETRA","WORKAREA_CODE","2","SMXWRT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS","1","SMXWRT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTEXPENSE","SFGDRRFKEXPENSEPKCATVALSTA","REQUEST_STATUS_TYPE","2","SMXWRT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTEXPFLO","SFGDRRFKFLOWEXPPKEXP","EXPENSE_CODE","1","SMXFINANC","SFGDRTEXPENSE","EXPENSE_CODE","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXADM","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXADM","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXBI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXBI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXB2B","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXB2B","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXCORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXCORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXFACT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXFACT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXFINANC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXFINANC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXICORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXICORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXIDOCELE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXIDOCELE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXIMP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXIMP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXINMO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXINMO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXISIS","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXISIS","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXMBASE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXMBASE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXMCLUB","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXMCLUB","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXOFETRA","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXOFETRA","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXPCEL","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXPCEL","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXSIC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXSIC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXSISCO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXSISCO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXSISEG","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXSISEG","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXVPI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXVPI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_CODE","1","SMXWRT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGDRTITEM","SFGDRRFKITEPKCATVAL","DESTINATION_TYPE","2","SMXWRT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGDRTITEMTAX","SFGDRRFKITEMTAX","ITEM_CODE","1","SMXFINANC","SFGDRTITEM","ITEM_CODE","3","3"
"SFGDRTUSEARE","SFGDRRFKUSEAREUSER","USER_CODE","1","SMXFINANC","SFGDRTUSER","USER_CODE","3","3"
"SFGDRTUSEROL","SFGDRRFKUSEROLROLE","ROLE_CODE","1","SMXFINANC","SFGDRTROLE","ROLE_CODE","3","3"
"SFGDRTUSEROL","SFGDRRFKUSEROLUSER","USER_CODE","1","SMXFINANC","SFGDRTUSER","USER_CODE","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXADM","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXADM","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXADM","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXADM","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXADM","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXADM","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXBI","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXBI","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXBI","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXBI","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXBI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXBI","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXB2B","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXB2B","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXB2B","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXB2B","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXB2B","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXB2B","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXCORP","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXCORP","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXCORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXCORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXCORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXCORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXCRM","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXCRM","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXFACT","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXFACT","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXFACT","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXFACT","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXFACT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXFACT","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXFINANC","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXFINANC","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXFINANC","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXFINANC","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXFINANC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXFINANC","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXICORP","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXICORP","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXICORP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXICORP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXICORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXICORP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXIDOCELE","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXIDOCELE","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXIDOCELE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXIDOCELE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXIDOCELE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXIMP","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXIMP","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXIMP","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXIMP","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXIMP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXIMP","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXINMO","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXINMO","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXINMO","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXINMO","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXINMO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXINMO","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXISIS","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXISIS","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXJARIMBA","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXJARIMBA","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXMBASE","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXMBASE","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXMBASE","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXMBASE","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXMBASE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXMBASE","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXMCLUB","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXMCLUB","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXMCLUB","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXMCLUB","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATTIPFORDEP","2","SMXMCLUB","SSPCOTCATALOGOVALOR","CODIGOCATALOGOTIPO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUMOD","USUARIOMODIFICACION","1","SMXOFETRA","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKUSUCRE","USUARIOREGISTRO","1","SMXOFETRA","KSSEGTUSER","USERID","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOCOMPANIA","1","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOCOMPANIA","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKARETRA","CODIGOAREATRABAJO","2","SMXOFETRA","SSPCOTAREATRABAJO","CODIGOAREATRABAJO","3","3"
"SFGTFTARETRADEPREP","FKARETRADEPREPPKCATVAL","CODCATVALFORDEP","1","SMXOFETRA","SSPCOTCATALOGOVALOR","CODIGOCATALOGOVALOR","3","3"
